article_id,colour_group_code,colour_group_name,department_name,department_no,detail_desc,garment_group_name,garment_group_no,graphical_appearance_name,graphical_appearance_no,index_code,index_group_name,index_group_no,index_name,perceived_colour_master_id,perceived_colour_master_name,perceived_colour_value_id,perceived_colour_value_name,prod_name,product_code,product_group_name,product_type_name,product_type_no,section_name,section_no
562677018,9,Black,Kids Boy Jersey Basic,7668,Shorts in sweatshirt fabric with wide elastication and a drawstring at the waist and side pockets. The cotton content of the shorts is organic.,Jersey Basic,1002,Colour blocking,1010005,H,Baby/Children,4,Children Sizes 92-140,5,Black,4,Dark,NILS fancy shorts SB,562677,Garment Lower body,Trousers,272,Boys Underwear & Basics,72
562914011,61,Light Purple,Expressive Lingerie,1338,"Non-wired bra in microfibre and lace with moulded, lightly padded cups that shape the bust and provide support. Narrow adjustable shoulder straps and a hook-and-eye fastening at the back.","Under-, Nightwear",1017,Solid,1010016,B,Ladieswear,1,Lingeries/Tights,4,Pink,3,Light,Tiger padded softbra,562914,Underwear,Bra,306,Womens Lingerie,61
563209001,9,Black,Denim trousers,5672,"5-pocket jeans in hard-washed stretch denim with a regular waist, button fly and slightly wider, tapered legs with raw-edge hems.",Trousers Denim,1016,Denim,1010023,F,Menswear,3,Menswear,5,Black,4,Dark,Relaxed Skinny 5pkt Punk,563209,Garment Lower body,Trousers,272,Denim Men,56
563477024,9,Black,Young Boy Jersey Basic,8768,Joggers in sweatshirt fabric made from a soft cotton blend with an elasticated drawstring waist and side pockets. Legs with contrasting colour stripes down the sides and ribbed hems.,Jersey Basic,1002,Colour blocking,1010005,I,Baby/Children,4,Children Sizes 134-170,5,Black,4,Dark,TP MALCOLM sweatpants BB,563477,Garment Lower body,Trousers,272,Boys Underwear & Basics,72
563665006,9,Black,Jersey,1641,"Short dress in heavily draping jersey with gathers at the shoulders and a gently draped front. Slightly dropped shoulders, long tapered sleeves, and an elasticated seam with a flounce at the waist. Lined.",Jersey Fancy,1005,Solid,1010016,A,Ladieswear,1,Ladieswear,5,Black,4,Dark,Frank dress,563665,Garment Full body,Dress,265,Womens Trend,18
564065001,72,Blue,Baby basics,6515,"Jacket in organic cotton sweatshirt fabric with a lined hood, zip down the front and ribbing at the cuffs and hem. Soft brushed inside.",Jersey Basic,1002,All over pattern,1010001,G,Baby/Children,4,Baby Sizes 50-98,2,Blue,5,Bright,Basic Hood AOP,564065,Garment Upper body,Hoodie,308,Baby Essentials & Complements,44
564309050,8,Dark Grey,Underwear Jersey,7988,"Trunks in stretch cotton jersey with flatlock seams, short legs, an elasticated waist and a lined front.","Under-, Nightwear",1017,Solid,1010016,F,Menswear,3,Menswear,12,Grey,2,Medium Dusty,Anthony 3pk Basic,564309,Underwear,Underwear bottom,286,Men Underwear,26
564312011,83,Dark Turquoise,Underwear Jersey,7988,"Trunks in stretch cotton jersey with flatlock seams, an elasticated waist, lined front and mid-length legs.","Under-, Nightwear",1017,Stripe,1010017,F,Menswear,3,Menswear,19,Green,2,Medium Dusty,Chris 3pk  Fancy,564312,Underwear,Underwear bottom,286,Men Underwear,26
564334001,42,Red,Expressive Lingerie,1338,"Balconette lace bra with underwired, moulded, lightly padded cups that lift and shape. Narrow, adjustable shoulder straps and a fastening at the back with three pairs of hooks and eyes.","Under-, Nightwear",1017,Solid,1010016,B,Ladieswear,1,Lingeries/Tights,18,Red,7,Medium,Cayenne balconette,564334,Underwear,Bra,306,Womens Lingerie,61
564375008,9,Black,Shoes,3629,"Mesh trainers with rubber details, lacing at the front, and a loop front and back. Mesh linings and insoles, and EVA (ethylene-vinyl acetate) and rubber soles.",Shoes,1020,Solid,1010016,F,Menswear,3,Menswear,5,Black,4,Dark,Willow runner,564375,Shoes,Sneakers,94,Men Shoes,27
564714001,71,Light Blue,Kids Girl Jersey Fancy,7616,"Short-sleeved dress in soft slub cotton jersey with a print motif. Short cap sleeves, a braided detachable belt in imitation suede and a rounded hem. Slightly longer at the back. Unlined.",Jersey Fancy,1005,All over pattern,1010001,H,Baby/Children,4,Children Sizes 92-140,2,Blue,1,Dusty Light,Emma dress V5,564714,Garment Full body,Dress,265,Kids Girl,76
564934001,73,Dark Blue,Young Boy Jersey Fancy,8748,"Short-sleeved cotton piqué top with a ribbed collar, button placket, small embroidered detail on the chest and narrow ribbing at the cuffs.",Jersey Fancy,1005,Solid,1010016,I,Baby/Children,4,Children Sizes 134-170,2,Blue,4,Dark,Ben ss polo,564934,Garment Upper body,T-shirt,255,Young Boy,47
565183010,11,Off White,Kids Girl Jersey Fancy,7616,Short-sleeved dress in printed cotton jersey with a seam at the hips and a flounced skirt.,Jersey Fancy,1005,All over pattern,1010001,H,Baby/Children,4,Children Sizes 92-140,9,White,1,Dusty Light,Justin dress,565183,Garment Full body,Dress,265,Kids Girl,76
565202015,11,Off White,Kids Girl Jersey Fancy,7616,"Leggings in soft, stretch cotton jersey with an elasticated waist.",Jersey Fancy,1005,All over pattern,1010001,H,Baby/Children,4,Children Sizes 92-140,9,White,1,Dusty Light,James leggings OL unique,565202,Garment Lower body,Leggings/Tights,273,Kids Girl,76
565338006,51,Light Pink,Casual Lingerie,1334,"Hipster briefs in soft modal jersey with a mid waist, lined gusset, wide sides and medium coverage at the back.","Under-, Nightwear",1017,Solid,1010016,B,Ladieswear,1,Lingeries/Tights,4,Pink,1,Dusty Light,2p Hart Hipster (Poppy),565338,Underwear,Underwear bottom,286,Womens Lingerie,61
565781001,9,Black,Young Girl Outdoor,8812,"Padded jacket with front and back in soft faux fur. Detachable, lined faux fur hood, stand-up collar, zip at the front, side pockets and ribbing at the cuffs and hem. Lined.",Outdoor,1007,Solid,1010016,I,Baby/Children,4,Children Sizes 134-170,5,Black,4,Dark,RIHANNA V5 fur jkt,565781,Garment Upper body,Jacket,262,Kids Outerwear,45
566116001,19,Greenish Khaki,Young Girl Outdoor,8812,"Long viscose twill parka with a detachable, lined hood in sweatshirt fabric. Small, ribbed stand-up collar, zip down the front and a drawstring at the waist. Flap chest pockets, patch front pockets with a flap, ribbed cuffs and an elasticated hem.",Outdoor,1007,Solid,1010016,I,Baby/Children,4,Children Sizes 134-170,20,Khaki green,2,Medium Dusty,VILDE parka viscose,566116,Garment Upper body,Jacket,262,Kids Outerwear,45
566320044,92,Green,Kids Boy Jersey Basic,7668,Long-sleeved top in organic cotton jersey.,Jersey Basic,1002,Solid,1010016,H,Baby/Children,4,Children Sizes 92-140,19,Green,5,Bright,NICHOLAS l/s SB,566320,Garment Upper body,T-shirt,255,Boys Underwear & Basics,72
566549001,9,Black,Young Girl Trouser,8717,"5-pocket skinny-fit trousers in superstretch twill with embroidery, hard-worn details and a zip fly and button. Cut-off, raw-edge hems.",Trousers,1009,Treatment,1010018,I,Baby/Children,4,Children Sizes 134-170,5,Black,4,Dark,Kelly trousers,566549,Garment Lower body,Trousers,272,Young Girl,77
566839003,43,Dark Red,Jersey fancy,1636,Long-sleeved top in jersey crêpe with overlocked edges at the cuffs and hem. Gently rounded at the hem.,Jersey Fancy,1005,Solid,1010016,A,Ladieswear,1,Ladieswear,3,Orange,4,Dark,Rayan,566839,Garment Upper body,Top,254,Womens Everyday Collection,15
567114001,72,Blue,Young Girl Trouser,8717,"5-pocket trousers in stretch twill with a washed look, hard-worn details, a zip fly and button and tapered legs.",Trousers,1009,Treatment,1010018,I,Baby/Children,4,Children Sizes 134-170,2,Blue,2,Medium Dusty,Mom pants,567114,Garment Lower body,Trousers,272,Young Girl,77
567418040,93,Dark Green,Jersey Fancy,5828,Round-necked T-shirt in sturdy cotton piqué.,Jersey Fancy,1005,Melange,1010010,F,Menswear,3,Menswear,19,Green,4,Dark,MAXENCE TEE,567418,Garment Upper body,T-shirt,255,Contemporary Smart,20
567494002,9,Black,Other items,3419,"Metal watch with a narrow, adjustable strap in imitation leather with a metal buckle. Width of strap approx. 1.7 cm, total length 21.5 cm. Diameter of watch 3.2 cm.",Accessories,1019,Solid,1010016,C,Ladieswear,1,Ladies Accessories,5,Black,4,Dark,Classic Marina watch,567494,Accessories,Watch,85,Womens Small accessories,66
567608004,73,Dark Blue,Young Girl Jersey Fancy,8716,"Long-sleeved top in soft, printed jersey with a rounded hem.",Jersey Fancy,1005,Front print,1010008,I,Baby/Children,4,Children Sizes 134-170,2,Blue,4,Dark,Geri l/s top,567608,Garment Upper body,Top,254,Young Girl,77
567691003,19,Greenish Khaki,Kids Boy Outdoor,7852,"Lightly padded bomber jacket in woven fabric with a ribbed stand-up collar and zip down the front. Side pockets with a press-stud, a small zipped sleeve pocket and ribbing at the cuffs and hem. Lined.",Outdoor,1007,Solid,1010016,H,Baby/Children,4,Children Sizes 92-140,20,Khaki green,2,Medium Dusty,SB Todd Bomber Jkt,567691,Garment Upper body,Jacket,262,Kids Outerwear,45
567760004,72,Blue,Baby Shoes,6561,"Soft slippers with elastication around the top, fabric linings and insoles and imitation suede soles.",Shoes,1020,Chambray,1010024,G,Baby/Children,4,Baby Sizes 50-98,2,Blue,1,Dusty Light,Billy softie,567760,Shoes,Slippers,93,Kids & Baby Shoes,42
567874005,12,Light Beige,Functional Lingerie,3710,"Lace bra with underwired, padded cups that shape the bust and provide extra-firm support. Wide, adjustable shoulder straps and a hook-and-eye fastening at the back.","Under-, Nightwear",1017,Solid,1010016,B,Ladieswear,1,Lingeries/Tights,11,Beige,1,Dusty Light,Janet padded BIG,567874,Underwear,Bra,306,Womens Lingerie,61
567993020,8,Dark Grey,Ladies Sport Bras,8316,,Jersey Fancy,1005,Melange,1010010,S,Sport,26,Sport,-1,Unknown,4,Dark,IZZY loose tee,567993,Garment Upper body,T-shirt,255,Ladies H&M Sport,5
568137005,10,White,Jersey Basic,1676,Soft viscose jersey T-shirt in a slightly wider style with a V-neck.,Jersey Basic,1002,Stripe,1010017,A,Ladieswear,1,Ladieswear,9,White,3,Light,Lizzie.,568137,Garment Upper body,T-shirt,255,Womens Everyday Basics,16
568349002,12,Light Beige,Suit jacket,1222,"Double-breasted jacket in a checked weave with slightly wider lapels, a tapered waist with pleats front and back, and flap front pockets. Lined.",Dressed,1008,Check,1010004,A,Ladieswear,1,Ladieswear,9,White,1,Dusty Light,Darling nikki blz,568349,Garment Upper body,Blazer,264,Womens Everyday Collection,15
568570001,43,Dark Red,Swimwear,4242,Fully lined textured bikini top with wide shoulder straps and concealed elastication at the hem.,Swimwear,1018,Solid,1010016,B,Ladieswear,1,Lingeries/Tights,18,Red,4,Dark,Spartacus top,568570,Swimwear,Bikini top,298,"Womens Swimwear, beachwear",60
568601029,51,Light Pink,Suit,1212,"Fitted jacket in woven fabric with notch lapels, jetted front pockets, a decorative button at the cuffs and a single back vent. Lined.",Dressed,1008,Check,1010004,A,Ladieswear,1,Ladieswear,4,Pink,1,Dusty Light,Mariette,568601,Garment Upper body,Blazer,264,Womens Tailoring,11
568787001,72,Blue,Tops Woven,1543,"Long-sleeved shirt in a soft, patterned viscose weave with a collar and buttons down the front.",Blouses,1010,Stripe,1010017,D,Divided,2,Divided,2,Blue,3,Light,RIO CROPPED SHIRT S.7,568787,Garment Upper body,Shirt,259,Divided Collection,53
568840003,71,Light Blue,Dress,1313,"Knee-length, sleeveless one-shoulder dress in a cotton weave with a flounce and elastication at the top and a detachable tie belt at the waist. Unlined.",Dresses Ladies,1013,Solid,1010016,A,Ladieswear,1,Ladieswear,2,Blue,3,Light,Olof one shoulder,568840,Garment Full body,Dress,265,Womens Tailoring,11
568939001,42,Red,Girls Small Acc/Bags,4313,Fabric-covered Alice band with a large bow.,Accessories,1019,Solid,1010016,J,Baby/Children,4,"Children Accessories, Swimwear",18,Red,7,Medium,A-band heart bow,568939,Accessories,Hair/alice band,74,"Kids Accessories, Swimwear & D",43
569206004,10,White,Young Girl UW/NW,7932,"Vest tops in soft, ribbed jersey made from a cotton blend with a gentle V-neck, lace trim at the top and narrow shoulder straps with lace.","Under-, Nightwear",1017,Solid,1010016,I,Baby/Children,4,Children Sizes 134-170,9,White,3,Light,ANNA LACE 2-p tanktop,569206,Garment Upper body,Vest top,253,Girls Underwear & Basics,79
569488002,73,Dark Blue,Denim wardrobe H&M man inactive from S.6,5679,"Short-sleeved shirt in airy, spotted cotton poplin with a turn-down collar, French front, yoke at the back and rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette.",Unknown,1001,All over pattern,1010001,F,Menswear,3,Menswear,2,Blue,4,Dark,SS small dot,569488,Garment Upper body,Shirt,259,Men Other 2,30
569903007,11,Off White,Baby Shoes,6561,Espadrilles with a braided jute trim around the sole. Cotton twill linings and insoles and rubber soles.,Shoes,1020,Solid,1010016,G,Baby/Children,4,Baby Sizes 50-98,9,White,1,Dusty Light,Seal espadrille,569903,Shoes,Sandals,91,Kids & Baby Shoes,42
569978021,42,Red,Heavy Basic Jersey,5833,"Trousers in cotton-blend slub jersey with an elasticated drawstring waist, slightly lower crotch, gently tapered legs, side pockets and ribbed hems. Regular fit.",Jersey Basic,1002,Solid,1010016,F,Menswear,3,Menswear,18,Red,7,Medium,TUCK CLASSIC JOGGER,569978,Garment Lower body,Trousers,272,Men Underwear,26
569997011,31,Light Orange,Jersey Basic,5883,Round-necked T-shirt in soft cotton jersey.,Jersey Basic,1002,Stripe,1010017,F,Menswear,3,Menswear,3,Orange,3,Light,R-NECK BASIC FIT FANCY,569997,Garment Upper body,T-shirt,255,Men Underwear,26
570002088,52,Pink,Light Basic Jersey,5832,Round-necked T-shirt in soft jersey.,Jersey Basic,1002,Stripe,1010017,F,Menswear,3,Menswear,4,Pink,1,Dusty Light,R-NECK SS SLIM FIT,570002,Garment Upper body,T-shirt,255,Men Underwear,26
570004011,73,Dark Blue,Light Basic Jersey,5832,Short-sleeved polo shirt in soft jersey with a collar and button placket.,Jersey Basic,1002,Stripe,1010017,F,Menswear,3,Menswear,2,Blue,2,Medium Dusty,PETER POLO,570004,Garment Upper body,Polo shirt,257,Men Underwear,26
570169001,51,Light Pink,Young Girl Shoes,4321,"Padded, waterproof hi-tops in imitation leather with elasticated lacing, an adjustable hook and loop tab and shimmering metallic tongue. Mesh linings and insoles and rubber soles.",Shoes,1020,Solid,1010016,J,Baby/Children,4,"Children Accessories, Swimwear",4,Pink,1,Dusty Light,Shane waterproof BG,570169,Shoes,Sneakers,94,Kids & Baby Shoes,42
570333001,42,Red,Blouse & Dress,1941,"Cropped, off-the-shoulder top in a cotton weave with narrow adjustable shoulder straps, elastication at the top and short sleeves with flounced trims. Flounce at the top and hem and a visible zip at the back.",Blouses,1010,Solid,1010016,A,Ladieswear,1,Ladieswear,18,Red,7,Medium,Physics top,570333,Garment Upper body,Blouse,258,Womens Trend,18
570745001,9,Black,Take Care External,3080,"Jumpsuit in a soft viscose weave with a sheen. Wrapover top, seam at the waist with decorative pleats at the front and a sewn-in tie belt, and long sleeves with a high slit at the cuffs. Concealed zip in one side, side pockets and straight, wide legs with pleats at the top. Lined at the top.",Unknown,1001,Solid,1010016,A,Ladieswear,1,Ladieswear,5,Black,4,Dark,PE Sally jumpsuit,570745,Garment Full body,Jumpsuit/Playsuit,267,Collaborations,97
571188002,73,Dark Blue,Jersey,1919,Short shorts in lightweight sweatshirt fabric with an elasticated drawstring waist.,Jersey Fancy,1005,Solid,1010016,A,Ladieswear,1,Ladieswear,2,Blue,4,Dark,ED Glamping Shorts,571188,Garment Lower body,Shorts,274,H&M+,2
571484005,9,Black,Functional Lingerie,3710,"Bra in microfibre and lace with underwired, padded cups that shape the bust and provide extra-firm support. Wide, adjustable shoulder straps and a hook-and-eye fastening at the back.","Under-, Nightwear",1017,Lace,1010021,B,Ladieswear,1,Lingeries/Tights,5,Black,4,Dark,Rosa padded bra BIG,571484,Underwear,Bra,306,Womens Lingerie,61
571650002,9,Black,Dresses DS,5961,"Low-rise, ankle-length jeans in washed stretch denim with front and back pockets, a zip fly and button, and skinny legs with raw-edge hems.",Dresses Ladies,1013,Treatment,1010018,D,Divided,2,Divided,5,Black,4,Dark,Taylor fancy denim Slim LW,571650,Garment Lower body,Trousers,272,Divided Selected,58
571998001,42,Red,Tops Knitwear,1647,"Jumper in a soft, fine knit with hard-worn details, dropped shoulders and long sleeves with narrow ribbing at the cuffs. Wide neckline with a ribbed trim.",Knitwear,1003,Solid,1010016,D,Divided,2,Divided,18,Red,5,Bright,Iggy Trashed,571998,Garment Upper body,Sweater,252,Divided Collection,53
572261003,10,White,Young Girl Dresses,8713,"Sleeveless blouse in airy viscose with a collar, buttons down the front, chest pocket and tie-front hem.",Dresses/Skirts girls,1014,All over pattern,1010001,I,Baby/Children,4,Children Sizes 134-170,9,White,3,Light,April sleeveless blouse,572261,Garment Upper body,Blouse,258,Young Girl,77
572494001,73,Dark Blue,Knitwear,5884,"Cardigan in a soft knit with a lightly brushed finish. Deep V-neck, buttons down the front and ribbing at the cuffs and hem.",Knitwear,1003,Solid,1010016,F,Menswear,3,Menswear,2,Blue,5,Bright,Lenny Cardigan,572494,Garment Upper body,Cardigan,245,Contemporary Street,55
572797037,42,Red,Jersey,1660,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.,Jersey Fancy,1005,Solid,1010016,A,Ladieswear,1,Ladieswear,18,Red,7,Medium,ESSENTIAL TANKTOP LACE,572797,Garment Upper body,Vest top,253,Womens Casual,6
572957001,9,Black,Jersey,1919,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Key pocket in the waistband.,Jersey Fancy,1005,Solid,1010016,A,Ladieswear,1,Ladieswear,5,Black,4,Dark,HAVANA +,572957,Garment Lower body,Leggings/Tights,273,H&M+,2
573085038,72,Blue,Trouser,1722,"5-pocket jeans in washed stretch denim with a high waist, zip fly and slim legs.",Trousers,1009,Denim,1010023,A,Ladieswear,1,Ladieswear,2,Blue,1,Dusty Light,Madison skinny HW (1),573085,Garment Lower body,Trousers,272,Womens Everyday Collection,15
573237004,50,Other Pink,Equatorial Assortment,3030,Viscose jersey top with a deep neckline at the front and short cap sleeves.,Unknown,1001,Solid,1010016,A,Ladieswear,1,Ladieswear,4,Pink,5,Bright,J Minnie T EQ,573237,Garment Upper body,T-shirt,255,Womens Everyday Collection,15
573410005,10,White,Ladies Sport Bras,8316,"Fully lined sports bra in fast-drying functional fabric with mesh details, a racer back and a wide elasticated hem. Medium support.",Jersey Fancy,1005,Colour blocking,1010005,S,Sport,26,Sport,9,White,3,Light,CHICK sports bra,573410,Underwear,Bra,306,Ladies H&M Sport,5
573605009,93,Dark Green,Young Boy Jersey Basic,8768,Long-sleeved tops in soft jersey with a round neck and long sleeves. The cotton content of the tops is organic.,Jersey Basic,1002,Solid,1010016,I,Baby/Children,4,Children Sizes 134-170,19,Green,7,Medium,TOBIE 3-p LS BB ES,573605,Garment Upper body,Sweater,252,Boys Underwear & Basics,72
573679001,73,Dark Blue,Blazer,5131,"Two-button jacket in a slub-weave linen and wool blend containing some polyester with narrow notch lapels and a decorative buttonhole.  Chest pocket, welt front pockets with a flap and three inner pockets, one with a button. Decorative buttons at the cuffs and a single back vent. Partly lined. Slim fit that tapers at the chest and waist, which combined with slightly narrower sleeves creates a fitted silhouette.",Dressed,1008,Melange,1010010,F,Menswear,3,Menswear,2,Blue,4,Dark,Seven Slim Blz,573679,Garment Upper body,Blazer,264,Men Suits & Tailoring,23
573866001,9,Black,Casual Lingerie,1334,"Thong briefs in microfibre with a low waist, lined gusset, narrow sides and string back.","Under-, Nightwear",1017,Solid,1010016,B,Ladieswear,1,Lingeries/Tights,5,Black,4,Dark,Liza Tanga (Magnolia),573866,Underwear,Underwear bottom,286,Womens Lingerie,61
574109023,51,Light Pink,Tops Knitwear,1647,Fitted top in a fine rib knit with long sleeves and a ribbed neckline.,Knitwear,1003,Stripe,1010017,D,Divided,2,Divided,4,Pink,1,Dusty Light,Rachel LS TVP,574109,Garment Upper body,Sweater,252,Divided Collection,53
574304002,9,Black,Knitwear,1949,"Jumper in a soft, chunky rib knit with dropped shoulders and pattern-knit sleeves. Ribbing around the neckline, cuffs and hem.",Knitwear,1003,Solid,1010016,A,Ladieswear,1,Ladieswear,5,Black,4,Dark,Mars jumper,574304,Garment Upper body,Sweater,252,H&M+,2
574713001,5,Gold,Jewellery,4344,Metal stud earrings. Size 0.5-1 cm.,Accessories,1019,Solid,1010016,C,Ladieswear,1,Ladies Accessories,15,Metal,5,Bright,Cool Hall Kruger stud pack,574713,Accessories,Earring,70,Womens Small accessories,66
575156007,51,Light Pink,Kids Girl Jersey Basic,7920,Long-sleeved tops in soft organic cotton jersey.,Jersey Basic,1002,Stripe,1010017,H,Baby/Children,4,Children Sizes 92-140,4,Pink,3,Light,FREJA 3-PACK,575156,Garment Upper body,T-shirt,255,Girls Underwear & Basics,79
575447008,9,Black,Underwear Jersey,7988,"Trunks in stretch organic cotton jersey with flatlock seams for added comfort, an elasticated waist, lined front and slightly longer legs.","Under-, Nightwear",1017,Solid,1010016,F,Menswear,3,Menswear,5,Black,4,Dark,Chris 7pk Basic,575447,Underwear,Underwear bottom,286,Men Underwear,26
575527003,73,Dark Blue,Kids Boy Jersey Fancy,7648,"Top in soft sweatshirt fabric with a motif on the front, long raglan sleeves and ribbing at the cuffs and hem.",Jersey Fancy,1005,Melange,1010010,H,Baby/Children,4,Children Sizes 92-140,2,Blue,4,Dark,STATE fancy crew,575527,Garment Upper body,Sweater,252,Kids Boy,46
575839010,93,Dark Green,Dress,1322,"Short dress in woven fabric with a round neckline and opening with a button at the back of the neck. Long sleeves with narrow cuffs and ties, a yoke with concealed pleats at the back, and side pockets.",Dresses Ladies,1013,Solid,1010016,A,Ladieswear,1,Ladieswear,19,Green,4,Dark,Milk dress,575839,Garment Full body,Dress,265,Womens Everyday Collection,15
576262003,43,Dark Red,Knitwear,5878,Jumper in a fine-knit modal and cotton blend with a ribbed polo neck and long sleeves.,Knitwear,1003,Solid,1010016,F,Menswear,3,Menswear,18,Red,4,Dark,CASSIM,576262,Garment Upper body,Sweater,252,Contemporary Smart,20
576684001,10,White,Young Boy Jersey Fancy,8748,"Top in soft cotton jersey with ribbing around the neckline and cuffs, slits in the sides and long sleeves with a text print. Slightly longer at the back.",Jersey Fancy,1005,Placement print,1010014,I,Baby/Children,4,Children Sizes 134-170,9,White,3,Light,Silas l/s tee,576684,Garment Upper body,T-shirt,255,Young Boy,47
576871002,10,White,Nightwear,3709,Pyjama top and shorts. T-shirt in cotton jersey with an embroidered motif on the chest. Velour shorts with an elasticated waist and taped trim at the sides and hems.,"Under-, Nightwear",1017,Embroidery,1010007,B,Ladieswear,1,Lingeries/Tights,9,White,3,Light,Mona SL,576871,Nightwear,Pyjama set,297,"Womens Nightwear, Socks & Tigh",62
577178002,9,Black,Trousers & Skirt,1948,"Ankle-length trousers in woven fabric with a regular waist, zip fly and button and low crotch. Side pockets, a fake welt back pocket and gently tapered legs with creases.",Trousers,1009,Solid,1010016,A,Ladieswear,1,Ladieswear,5,Black,4,Dark,Kasami trousers,577178,Garment Lower body,Trousers,272,Womens Trend,18
577327001,71,Light Blue,Blouse,1510,"Long-sleeved blouse in an airy cotton weave with hole embroidery, a deep V-neck and ties with tassels at the ends.",Blouses,1010,Embroidery,1010007,A,Ladieswear,1,Ladieswear,2,Blue,3,Light,Rimbo EMB blouse,577327,Garment Upper body,Blouse,258,Womens Casual,6
577494009,73,Dark Blue,Young Girl UW/NW,7932,Boxer briefs with an elasticated waist and lined gusset.,"Under-, Nightwear",1017,All over pattern,1010001,I,Baby/Children,4,Children Sizes 134-170,2,Blue,4,Dark,Stina 3-pack fancy,577494,Underwear,Underwear bottom,286,Girls Underwear & Basics,79
577675002,31,Light Orange,Blouse,1522,"V-neck top in woven fabric with a slight sheen. Narrow adjustable shoulder straps, concealed zip at the back, tapered waist and pleated flare to the hem. Lined.",Blouses,1010,Solid,1010016,A,Ladieswear,1,Ladieswear,3,Orange,1,Dusty Light,Willa,577675,Garment Upper body,Vest top,253,Womens Everyday Collection,15
578020007,51,Light Pink,Blouse,1510,"Off-the-shoulder top in a cotton weave with elastication and a frill trim at the top. Short slits and ties at the sleeve-ends, and a rounded hem.",Blouses,1010,Check,1010004,A,Ladieswear,1,Ladieswear,4,Pink,3,Light,Pluto OTS,578020,Garment Upper body,Blouse,258,Womens Casual,6
578332001,73,Dark Blue,Baby Boy Knitwear,6546,"Trousers in a soft knit with an elasticated drawstring waist, fake fly with decorative buttons, and ribbed hems.",Knitwear,1003,Other structure,1010026,G,Baby/Children,4,Baby Sizes 50-98,2,Blue,4,Dark,Stanley knitted trouser,578332,Garment Lower body,Trousers,272,Baby Boy,41
578487004,12,Light Beige,Suit,1212,"Straight-cut jacket in woven fabric with notch lapels, concealed front pockets and 3/4-length sleeves with gathers. No buttons. Lined.",Dressed,1008,Other structure,1010026,A,Ladieswear,1,Ladieswear,11,Beige,1,Dusty Light,Burmilla,578487,Garment Upper body,Blazer,264,Womens Tailoring,11
578630020,93,Dark Green,Light Basic Jersey,5832,Round-necked T-shirts in soft jersey.,Jersey Basic,1002,Stripe,1010017,F,Menswear,3,Menswear,20,Khaki green,4,Dark,R-NECK SS SLIM 3 PK,578630,Garment Upper body,T-shirt,255,Men Underwear,26
578893007,7,Grey,Young Boy Jersey Fancy,8748,"Top in sweatshirt fabric with a print motif on the front and ribbing around the neckline, cuffs and hem.",Jersey Fancy,1005,Front print,1010008,I,Baby/Children,4,Children Sizes 134-170,12,Grey,1,Dusty Light,Ocean casual crew,578893,Garment Upper body,Sweater,252,Young Boy,47
579119003,8,Dark Grey,Kids Boy Trouser,7656,5-pocket regular fit trousers in cotton twill with an adjustable elasticated waist and zip fly and press-stud.,Trousers,1009,Solid,1010016,H,Baby/Children,4,Children Sizes 92-140,12,Grey,4,Dark,Billy 2 pack,579119,Garment Lower body,Trousers,272,Kids Boy,46
579302012,51,Light Pink,Expressive Lingerie,1338,"Non-wired push-up bralette in lace with moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps, a wide lace trim at the hem and no fasteners.","Under-, Nightwear",1017,Solid,1010016,B,Ladieswear,1,Lingeries/Tights,4,Pink,1,Dusty Light,Clarence Push Wireless Farg,579302,Underwear,Bra,306,Womens Lingerie,61
579468005,22,Yellow,Projects Dresses,1343,Short dress in an airy weave with long raglan sleeves and a decorative drawstring and opening at the top. Elasticated seam at the waist and flounces at the cuffs and hem. Lined.,Dresses Ladies,1013,Solid,1010016,D,Divided,2,Divided,8,Yellow,7,Medium,Rooney dress,579468,Garment Full body,Dress,265,Divided Projects,50
579541095,42,Red,Knitwear,1616,"Cardigan in a soft, fine-knit viscose blend with buttons down the front and ribbing around the neckline, cuffs and hem.",Knitwear,1003,Solid,1010016,A,Ladieswear,1,Ladieswear,18,Red,7,Medium,Calista (1),579541,Garment Upper body,Cardigan,245,Womens Tailoring,11
579847001,9,Black,Projects Woven Bottoms,1743,"Short, pleated skirt in an airy weave with an elasticated waist. Lined.",Trousers,1009,All over pattern,1010001,D,Divided,2,Divided,5,Black,4,Dark,Barton skirt AOP,579847,Garment Lower body,Skirt,275,Divided Projects,50
580085003,8,Dark Grey,Accessories,9985,"Scarf in soft, gently draping cashmere with fringes along the short sides. Size 32x170 cm.",Accessories,1019,Melange,1010010,F,Menswear,3,Menswear,12,Grey,4,Dark,Cashmere Woven Scarf,580085,Accessories,Scarf,80,Men Accessories,25
580469001,9,Black,Premium Quality,3040,Court shoes with pointed toes. Leather linings and insoles and rubber soles. Covered heels 8 cm.,Shoes,1020,Solid,1010016,C,Ladieswear,1,Ladies Accessories,5,Black,4,Dark,OL WASHINGTON PQ pump,580469,Shoes,Pumps,90,Womens Shoes,64
